code,name,batch,stock,deal,free,mrp,rate,exp,company,supplier
TORRAI,AZULIX 1 MF FORTE TAB,2FJ7F040,4,0,0,147.2,105.14,01/06/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRAI,AZULIX 1 MF FORTE TAB,2FJ7F041,16,0,0,147.2,105.14,01/06/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRA2,AZULIX 2 MF FORTE TABS,2FE4F052,16,0,0,182.9,130.64,01/06/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
EDBLT,B-LONG TAB,2HV7F016,18,0,0,121.95,87.11,01/06/2021,TORRENT (B- WELL),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TOCG1,CALCIGARD-RET 10MG TAB,2AW5F004,54,0,0,16.35,11.68,01/06/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRN,NEXPRO-20MG TABS,2F24F005,10,0,0,76.9,54.93,01/06/2021,TORRENT (PRIMA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRN,NEXPRO-20MG TABS,2F24F005,10,0,0,76.9,54.93,01/06/2021,TORRENT (PRIMA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORNIK,NIKORAN 5 TABS,2964F026,1,0,0,302.1,215.79,01/06/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
EDSC2,SHELCAL-250 TAB,8CL2F012,27,0,0,90.1,64.36,01/06/2021,TORRENT (B- WELL),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TPSYB,SYMBAL 40MG TABS,1719003,10,0,0,172.25,123.04,01/06/2021,TORRENT (VISTA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
VIZL1,ZANIDE-L SYR,ZL2001,45,0,0,72,45,01/06/2021,VETINDIA,VET INDIA PHARMACEUTICALS     HYDERABAD
SALCT,LIMCEE TAB**,HAJA0007,600,0,0,22.51,16.08,01/06/2021,SARABHAI CHEMICALS,VIJAYA DURGA AGENCIES   VIJAYAWADA
CYAAM,ATEN-AM TAB,I904561,11,0,0,126.1,90.07,01/06/2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CADDX,DEXONA AMP,CBW1030,3000,0,0,10.21,7.29,01/06/2021,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD
GMJPT,JONAC PLUS TABS,I902884,32,0,0,32.7,23.36,01/06/2021,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CYOGN,OXALGIN NANOGEL,I000341,33,10,1,125.5,89.64,01/06/2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
ASABD,AMBRODIL DROPS,M122G029,28,0,0,28.95,20.68,01/06/2021,ARISTO (MAIN FORCE 3),
MKAPS,ARGIPREG SACHET,A1AJS124,18,10,2,39.2,28,01/06/2021,MANKIND(LIFESTAR),
ARIB5,BIGOMET 500 SR TABS,D286G129,9,0,0,15.5,11.07,01/06/2021,ARISTO (OTSIRA),
VIEL5,ENROGEN LIQ,LEN19009,10,0,0,540,292.32,01/06/2021,VETINDIA,
MDMC2,MACPOD-CV 200MG TABS,LMF929A,4,0,0,295,210.71,01/06/2021,MACLEODS (PHARMA) DIVISION,
MACNEX,NEXOVAS 20MG TABS,KNE903A,3,0,0,130,92.86,01/06/2021,MACLEODS (PROCARE) CV,
MDOMS,OFLOMAC SYR,KOY905A,7,0,0,30,21.43,01/06/2021,MACLEODS (PHARMA) DIVISION,
MACLS,RABEMAC LS TAB,G19RAA004,21,0,0,218,155.71,01/06/2021,MACLEODS (PHARMA) DIVISION,
PARG2,RINGGUARD CREAM **,GL777,4,0,0,80,59.52,01/06/2021,PARAS PHARMACETICALS,
ACRXD,ROXID DROPS,1908000789,9,0,0,72.25,51.61,01/06/2021,ALEMBIC LTD(PHARMA),
ACRXD,ROXID DROPS,1908000789,60,0,0,72.25,51.61,01/06/2021,ALEMBIC LTD(PHARMA),
VITS1,TYSIN-100MG VIAL,TD1903,16,0,0,102,69.18,01/06/2021,VETINDIA,
TORRV,VELOZ L CAPS,G19VZA005,25,0,0,213.55,152.54,01/06/2021,TORRENT (VISTA),
CSDVR,DUOVA ROTOCAPS,BA93671,4,0,0,323.28,230.91,31/05/2021,CIPLA(RESP 1),CIPLA LIMITED  HYDERABAD
CIMFR,MAXIFLO FORTE ROTACAPS,BA93751,12,0,0,453.14,323.67,31/05/2021,CIPLA(RESP AR),CIPLA LIMITED  HYDERABAD
CSTVR,TIOVA ROTOCAPS,BA93716,10,0,0,203.61,145.44,31/05/2021,CIPLA(RESP 1),CIPLA LIMITED  HYDERABAD
DCRZ2,RAZO 20MG TAB,E901752,24,0,0,182.5,130.36,31/05/2021,DR.REDDY`S LAB`S(RECURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
MACLTL,LT MAC LOTION,RLE34,18,0,0,218,155.71,31/05/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACM0,MACTOTAL CAPS,X19L006,10,0,0,165,111.86,31/05/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACCP,NUPENTA CP CAPS,PHUAO20,10,0,0,190,135.71,31/05/2021,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
GLEAJ,ASCORIL-D JUNIOR SYRUP,ABGL1934,120,14,1,82,58.57,31/05/2021,GLNMARK(MAJESTA),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
LPLSK,SKINLITE CREAM,I904350,7,0,0,247.8,177,31/05/2021,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CIN1R,NOVAMOX-125  REDIUSE SYR,KP90276,34,9,1,66.55,47.54,31/05/2021,CIPLA (SPEETRACARE+1),
DXRC4,RECLIDE 40MG TAB,E900819,7,0,0,59.18,42.27,31/05/2021,DR.REDDY`S LAB`S(XENURA),
CONVIT,VITNEURIN AQ INJ,91912004,84,0,0,60.5,43.2,01/05/2021,CORONA REMEDIES PRIVATE LTD,AAD CORPORATION PRIVATE LIMITEHYDERABAD
CONVIT,VITNEURIN AQ INJ,P1912006,240,0,0,60.5,43.2,01/05/2021,CORONA REMEDIES PRIVATE LTD,AAD CORPORATION PRIVATE LIMITEHYDERABAD
ALK3C,3 CEF NOVA 1.5 INJ,19181220,4,10,11,225.5,161.07,01/05/2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ALANT,A TO Z-NS TABS,19443340,150,0,0,105,71.19,01/05/2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
AUSCD,SWICH DROPS,19182635,25,0,0,69.5,49.64,01/05/2021,ALKEM (ARISE),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
AUSCD,SWICH DROPS,19182635,25,0,0,69.5,49.64,01/05/2021,ALKEM (ARISE),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ARISTMEG,MEGA CV DROPS 1.7GM,BD191210A,4,0,0,58,41.43,01/05/2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BECPL,COSCOPIN-LINCTUS SYRUP,DA1602219,20,10,1,85,60.71,01/05/2021,BIOLOGICAL E.LIMITED,"BIOLOGICAL E, LIMITED         HYDERABAD"
BLUCD,CEDON PLUS 200 TABS,ZJH1912,10,9,1,173.5,123.93,01/05/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLKQS,KOLQ SYRUP,ZACT1901,60,9,1,53,37.86,01/05/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLKQT,KOLQ TABS,ZACS1903,5,4,1,32,22.86,01/05/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCMXL,MEGO-XL+ AMP,ZZA1919,425,10,4,26,18.57,01/05/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
CIADF,ADVENT FORTE-457 SYRUP,KP90529,15,0,0,160.12,114.37,01/05/2021,CIPLA(RESP AR),CIPLA LIMITED  HYDERABAD
CIFF2,FULLFORM-200 ROTACAPS,BA93725,12,0,0,130,92.85,01/05/2021,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD
CIMF1,MAXIFLO 100 ROTACAPS,BA93721,6,0,0,201.85,144.18,01/05/2021,CIPLA(RESP AR),CIPLA LIMITED  HYDERABAD
CIPND,NOVAMOX CV DRY SYP,KP90535,34,5,1,59.42,42.44,01/05/2021,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD
CIPSB,STON 1 B6 ORAL SYRUP,CNCL1938,5,0,0,180.89,129.2,01/05/2021,CIPLA(UROLOGY),CIPLA LIMITED  HYDERABAD
DRATAAN,ATARAX ANTI ITCH LOTION,BD9055,11,0,0,333,225.76,01/05/2021,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD
136634,BECELAC FORTZ CAP,58CBF410,38,0,0,72.6,51.86,01/05/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRNISE,NISE GEL 5 GM,Z9205,2,0,0,275,196.5,01/05/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRREN,RELENT+SYR,AJ90126,4,0,0,81.5,58.22,01/05/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
ECOO2,OROFER XT SUSPENSION,E16JI19052,40,0,0,217.35,155.25,01/05/2021,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD  HYDERABAD
GONRP,RENERVE PLUS AMP,ELNL04924,1,5,1,117,83.57,01/05/2021,ERIS  (NIKKOS),ERIS LIFE SCIENCES LTD     HYDERABAD
GSKAT,AUGMENTIN 625 MG DUO TABS,MB882,17,0,0,196.88,140.63,01/05/2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GSKAU,AUGMENTIN I.V  1.2 G,NT1359,9,0,0,137.63,98.31,01/05/2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GEBNE,BETNESOL-N E&E DROPS,GV154,225,0,0,15.06,10.76,01/05/2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,01/05/2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,01/05/2021,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GEE5T,ELTROXIN 50MG TAB,NB384,80,0,0,78.33,55.95,01/05/2021,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GAFZC,FEFOL-Z CAP,M160,18,0,0,156.65,111.89,01/05/2021,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
MERBE,BETAMIL GM CREAM,M09FR19070,50,0,0,27.22,19.45,01/05/2021,MERCK,HARI MARUTI AGENCIES  VIJAYAWADA
IHCRC,CHERI CAP,CHC19061,100,0,0,95,67.86,01/05/2021,INDCHEMIE HEALTH SPECIALITIES,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
IHCRS,CHERI SYR,CHS19232,390,5,1,150,107.14,01/05/2021,INDCHEMIE HEALTH SPECIALITIES,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
INTASCAL,CAL SHAKTI SMART,SY1204,19,9,1,650,520,01/05/2021,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD
JBRAN,RANTAC  SYRUP,XRS9072,14,0,0,79.4,56.72,01/05/2021,J.B. CHE&PHARMA LIMITED,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
GRODA,DYNAPAR  AQ AMP **,D105F148,40,5,1,30.42,21.73,01/05/2021,GENARAL COMPANY,LAKSHMI BALAJI AGENCIES       HYDERABAD
LGDWE,DEWAX EAR DROPS**,CDX448,-4,10,2,95.99,68.57,01/05/2021,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
USVGP,GLYCOMET-GP 1 FORTE TABS **,28020164,30,0,0,78.83,56.31,01/05/2021,USV PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA
UVSG2,GLYCOMET-GP 2 FORTE TABS **,28020072,20,0,0,99.74,71.24,01/05/2021,USV PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ECORT,OROFER XT TABS,E16GL19209,7,0,0,129.95,92.82,01/05/2021,EMCURE PHARMACEUTICALS LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA
NCTSS,TOSSEX SYP**,TWA9043,131,0,0,140.36,100.26,01/05/2021,ABBOT,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FDZIS,ZIFI 100MG DRY SYRUP**,019L054,10,0,0,70.44,50.39,01/05/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FDZIS,ZIFI 100MG DRY SYRUP**,019L055,-2,0,0,70.44,50.39,01/05/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FDZIF,ZIFI 200MG TABS**,019L021,67,0,0,105.17,75.15,01/05/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FDZIF,ZIFI 200MG TABS**,019L053,3,0,0,105.17,75.15,01/05/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ZINCN,ZINCOVIT TABS**,ZVT19189,80,0,0,90,61.05,01/05/2021,APEX,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ABBET,BETONIN SYRUP,BIB9041,27,10,1,132.83,94.89,01/05/2021,ABBOTT-1,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
TIFSA,FEVASTIN AMP ***,TAB8N3,1,10,5,127.8,91.29,01/05/2021,TABLETS (INDIA) LTD,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
WDTNS,T-MINIC SYRUP **,91214K,2,0,0,82.5,59.67,01/05/2021,WANDER LIMITED,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
KAAFT,ANAFORTAN TAB**,KRE0189,4,0,0,107.85,77.04,01/05/2021,KHANDELWAL (RADON),LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
INTHD,HIFENAC D TABS **,KY1297,20,0,0,89,63.57,01/05/2021,INTAS,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
MLMXT,MACBERY-XT SYRUP,L1099030,178,10,1,99,70.71,01/05/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MANDSR,RANIDOM DSR CAPS,F9ABS002,36,11,1,93.17,66.55,01/05/2021,MAGNET LABS PVT LTD (MANKIND),MAGNET LABS PVT LTD           HYDERABAD
MKMC2,MAHACEF CV-200MG TABS,A6AES024,21,0,0,135,96.43,01/05/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANMD,MANKINDS HEALTH OK DROPS,E0FNS021,30,11,1,50,33.9,01/05/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANSY,MANKINDS HEALTH OK SYRUP,3FAIS060,1,11,1,120,81.36,01/05/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANNEF,NEFROZON TABS,A8GKS042,3,0,0,99,70.71,01/05/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKAMS,APTIMUST SYRUP,A2AIS079,4,5,1,110,78.57,01/05/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANRO,RANIDOM-O SUSP,H6AIS129,14,11,1,119.16,85.11,01/05/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MKAKE,ASTHAKIND EXP,A4AIS029,156,10,2,53.09,37.92,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKAKS,ASTHAKIND SYRUP,A3AIS101,64,10,2,70.85,50.61,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKAD6,ASTHAKIND-DX SYRUP,V3ABS043,120,5,1,56.35,40.25,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKBPF,BIOPREG-F TABS,A0HSS035,27,11,1,73.2,52.29,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGCD,GUDCEF DROPS,B0AKS065,31,11,1,60.5,43.21,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGDS,GUDCEF DRY SYRUP,B1AKS104,12,11,1,81,57.86,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANLT,TERBINAFORCE 500 TAB,D9HSS049,24,11,1,138.6,99,01/05/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKCC2,CEFAKIND-CV 250MG TABS,A0AES014,21,0,0,264,188.57,01/05/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKNKM,NUROKIND MORE TABS,E8AGS031,6,0,0,50,35.71,01/05/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122288R,NUROKIND-500 TABS,C4AFS010,3,0,0,47.41,33.86,01/05/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANTC,TELMIKIND CT 40MG TABS,G4FZS010,61,0,0,78.65,56.18,01/05/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKUKT,UNWANTED-KIT,L7ALS043,25,1,4,385.89,275.64,01/05/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MEEVL,EVION LC TAB,04BM19241,115,0,0,42.85,30.6,01/05/2021,MERCK,MERCK LIMITED                 HYDERABAD
MENBT,NEUROBIN FORTE TABS,M13PF19783,119,0,0,28.74,21.55,01/05/2021,MERCK,MERCK LIMITED                 HYDERABAD
MERPOL,OSTO POLYBION D SYRUP,M15CN19065,72,8,1,134.43,96.02,01/05/2021,MERCK,MERCK LIMITED                 HYDERABAD
MR1MD,MERIZYME DROPS,19200516,12,9,1,64.7,46.21,01/05/2021,MERCURY LABORATORIES LTD,MERCURY LABORATORIES          SECUNDRABAD
NUTAPT,APTAMIL 1 INFANT FORMULA,2002106911,19,0,0,705,543.14,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002066911,62,0,0,186,143.3,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002166911,-2,0,0,186,143.3,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,104,0,0,304,234.21,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,60,0,0,304,234.21,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002226911,60,0,0,304,234.21,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002236911,30,0,0,304,234.21,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002096911,30,0,0,304,234.2,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002256911,30,0,0,304,234.2,01/05/2021,NUTRICIA (DEXOLAC),NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD
PZBSC,BECOSULES CAP,92030411S,363,0,0,37.76,28.32,01/05/2021,PFIZER(TEAM 5 MAGANEM),PFIZER LIMITED HYDERABAD
GWAPS,ALEX-P SYRUP,11192406,7,14,1,82,58.57,01/05/2021,GLENMARK (RESPICARE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLEAF,ASCORIL FLU SYRUP,62190028,72,9,1,73.5,52.5,01/05/2021,GLNMARK(MAJESTA),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLECANDID,CANDID TOTAL PLUS CREAM,34191843,78,5,1,96.5,68.93,01/05/2021,GLENMARK (DERMAX),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLECANDID,CANDID TOTAL PLUS CREAM,34191847,-3,5,1,96.5,68.93,01/05/2021,GLENMARK (DERMAX),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GNTL2,TELMA-20MG TABS 15`S,18190776,2,0,0,59.89,42.78,01/05/2021,GLENMARK (ZOLTAN),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLECAND2,XMET-TRIO 500/0.2/2,XTB19007,9,0,0,114,81.43,01/05/2021,GLENMARK (SYNERG),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
SANFAMA,AMARYL MV2 TABS,AMC19036,2,0,0,176.4,126,01/05/2021,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
PARM3,MOOV CREAM **,HA542,20,0,0,109,82.04,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PERMOO,MOOV CREAM ADVANCE**,M1907,9,0,0,149,118.27,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PARORS,ORS-L FOS APPLE**,JB0899,162,5,1,40,28.57,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PARORS,ORS-L FOS APPLE**,JB08999,-162,5,1,40,28.57,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
GENOR,ORS-L PLUS APPLE**,JB01032,1,10,2,35,25,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
GENOR,ORS-L PLUS APPLE**,JB01136,-1,10,2,35,25,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
JUORS,ORS-L PLUS ORANGE**,SD00002,-135,5,1,40,28.57,01/05/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
RACD2,CEPODEM 200MG TABS,AA95822,38,0,0,167,119.29,01/05/2021,RANBAXY PHARMA,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SUNDIPD,DIPROBATE ES PLUS OINTMENT,PSW0185,7,0,0,155,110.71,01/05/2021,RANBAXY PHARMA LIFE,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SUNDIPD1,DIPROBATE G PLUS CREAM,PSW0184,15,0,0,78.75,56.25,01/05/2021,RANBAXY PHARMA LIFE,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLFCC,FUCIDIN CREAM,G93119,2,0,0,49.95,35.67,01/05/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLFCC,FUCIDIN CREAM,G93219,75,0,0,49.95,35.68,01/05/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLFD5,FUCIDIN OINTMENT,G95619,9,0,0,49.95,35.68,01/05/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RANMO,MOX REDIMIX DROPS,AB08477,100,9,1,53.75,38.39,01/05/2021,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
UCAV2,AMPOXIN 250MG VIAL,2GJ3F008,-3,10,1,20.39,14.57,01/05/2021,TORRENT (UVA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TRRDA,DEPLATT A 150 TABS,2X84G001,45,0,0,68.15,48.68,01/05/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRDA,DEPLATT A 75 TABS,2Z29F037,50,0,0,73.55,52.54,01/05/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
RPSMD,STEMETIL-MD TABS **,SEA9098,44,0,0,117.97,84.26,01/05/2021,NICHOLAS PIRAMAL INDIA LTD,TRINETRA PHARMA    HYDERABAD
H&HSUB1,EZHH CREAM,H015,25,0,0,299,213.57,01/05/2021,H&H PHARMA (DERMATOLOGY),VEGAVAAN PHARMA      SECUNDERABAD
H&HHLC,HHLITE CREAM,C114,20,0,0,193,137.68,01/05/2021,H&H PHARMA (COSMECEUTICAL),VEGAVAAN PHARMA      SECUNDERABAD
H&HHLC,HHLITE CREAM,C114,25,0,0,193,137.68,01/05/2021,H&H PHARMA (COSMECEUTICAL),VEGAVAAN PHARMA      SECUNDERABAD
ASAZS,ARISTOZYME SYR,D78M069,33,0,0,95,67.86,01/05/2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA
ASMCV,MEGA-CV 625 TABS,M634M269,3,5,1,156.37,111.7,01/05/2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA
ASMCD,MEGA-CV DRY SYRUP,M636M119,63,5,1,59.47,42.48,01/05/2021,ARISTO (MAIN FORCE-2),VIJAYA DURGA AGENCIES   VIJAYAWADA
LUONA,OPTINEURON AMP***,A19671VP,890,0,0,9.15,6.54,01/05/2021,LUPIN,VIJAYA DURGA AGENCIES   VIJAYAWADA
RARTB,REVITAL H CAPS BOT ***,EMU2423,19,0,0,280,189.83,01/05/2021,RANBAXY-2,VIJAYA DURGA AGENCIES   VIJAYAWADA
KNSXT,SURBEX -XT TABS,GEE0075,72,0,0,108.24,77.31,01/05/2021,ABBOTT (CONSUMER CARE),VIJAYA DURGA AGENCIES   VIJAYAWADA
CYDP5,DEPIN 5MG CAP,M918042,-17,0,0,64.4,46,01/05/2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
